12|91
25|68
25|41
41|34
41|45
41|24
55|32
55|19
55|12
55|85
32|89
32|96
32|19
32|12
32|81
19|81
19|89
19|76
19|38
19|68
19|23
87|73
87|91
87|38
87|37
87|82
87|89
87|29
89|62
89|15
89|76
89|95
89|73
89|68
89|35
89|23
35|22
35|71
35|55
35|85
35|76
35|73
35|94
35|97
35|83
18|22
18|55
18|32
18|68
18|41
18|93
18|37
18|53
18|85
18|83
37|32
37|83
37|85
37|22
37|53
37|16
37|23
37|97
37|55
37|93
37|24
52|58
52|25
52|96
52|42
52|28
52|49
52|91
52|12
52|31
52|45
52|38
52|19
85|91
85|52
85|24
85|14
85|13
85|32
85|28
85|12
85|31
85|42
85|58
85|81
85|49
84|87
84|45
84|15
84|52
84|42
84|58
84|12
84|71
84|19
84|85
84|53
84|81
84|91
84|96
58|82
58|57
58|25
58|91
58|49
58|15
58|89
58|38
58|73
58|42
58|45
58|28
58|14
58|19
58|81
16|32
16|13
16|29
16|87
16|85
16|42
16|89
16|19
16|97
16|71
16|12
16|24
16|28
16|54
16|52
16|31
81|95
81|15
81|49
81|25
81|14
81|78
81|35
81|83
81|23
81|37
81|38
81|93
81|62
81|22
81|68
81|41
81|82
96|19
96|54
96|12
96|73
96|35
96|57
96|49
96|82
96|89
96|31
96|45
96|87
96|81
96|15
96|58
96|42
96|38
96|91
76|96
76|52
76|83
76|87
76|22
76|78
76|71
76|53
76|62
76|85
76|58
76|94
76|34
76|16
76|57
76|68
76|32
76|13
76|84
34|24
34|96
34|57
34|87
34|19
34|13
34|32
34|54
34|29
34|81
34|84
34|58
34|52
34|45
34|42
34|85
34|89
34|31
34|91
34|12
23|16
23|29
23|96
23|52
23|94
23|87
23|97
23|34
23|24
23|57
23|42
23|55
23|28
23|31
23|84
23|71
23|13
23|85
23|58
23|41
23|45
42|76
42|93
42|89
42|27
42|95
42|38
42|73
42|12
42|45
42|29
42|18
42|82
42|91
42|28
42|25
42|37
42|81
42|14
42|35
42|19
42|31
42|15
91|16
91|15
91|73
91|78
91|35
91|97
91|55
91|49
91|93
91|27
91|62
91|41
91|82
91|68
91|14
91|95
91|38
91|83
91|22
91|18
91|25
91|23
91|76
57|82
57|93
57|31
57|38
57|27
57|35
57|29
57|81
57|49
57|89
57|95
57|42
57|28
57|91
57|15
57|37
57|12
57|14
57|54
57|45
57|19
57|73
57|18
57|25
68|84
68|55
68|58
68|57
68|41
68|85
68|32
68|31
68|16
68|87
68|23
68|24
68|28
68|13
68|53
68|97
68|42
68|54
68|96
68|52
68|94
68|34
68|29
68|71
14|93
